Country,State/Province,City,Business Name,Phone,Address,Contact Name,Qty of 7ft Tables,Qty of 8ft Tables,Qty of 9ft Tables,Latitude,Longitude,Geocode Success
USA,IL,New Lenox,"Kuchar Products, Inc.",815-405-3692,"12556 Harvey Drive New Lenox, IL 60451",,,,,41.4959342,-87.9217899,TRUE
USA,IL,Norridge,Mullen's Bar & Grill,708-452-3190,"8313 W Lawrence Ave. Norridge, IL 60706",,2,,,41.9656482,-87.8342915,TRUE
USA,IL,Oak Lawn,Demma's Bar & Grill,708-636-1240,"5805 W 87th St. Oak Lawn, IL 60453",,4,,,41.7338457,-87.7663003,TRUE
USA,IL,Oblong,Floyd's Place,618-554-3907,"134 S. Range St. Oblong, IL 62449",,,,,39.0009691,-87.9090581,TRUE
USA,IL,Oglesby,Bulldogs Bar,815-343-2425,"201 E Walnut Oglesby, IL 61348",,1,,,41.2949571,-89.0581491,TRUE
USA,IL,Park Forest,Sapphire Room,708-724-2602,"300 Victory Dr. Park Forest, IL 60466",,4,,5,41.4819095,-87.6797595,TRUE
USA,IL,Pekin,Koch Street Bar & Grill,309.264.3566,"208 Koch St. Pekin, IL 61554",,,,,40.5527108,-89.6623345,TRUE
USA,IL,Peoria,Racks on The Rocks,309-839-2609,"2800 West Farmington Road West Peoria, IL 61604",,13,,5,40.7039289,-89.6375037,TRUE
USA,IL,Peoria,"TE-J's Sports Connection, Inc.",309-208-9189,"3219 NE Adams Peoria, IL 61603",Jay,,,,40.7181661,-89.5588831,TRUE
USA,IL,Percy,Players Entertainment Inc.,618-927-1077,"209 W. Almond St. Percy, IL 62272",,,,,38.0152989,-89.6185985,TRUE
USA,IL,Quincy,Rack Daddy's,217-242-9096,"1400 S 28th St Quincy, IL 62301",,,,,39.9146159,-91.3715302,TRUE
USA,IL,Riverside,The Izaguirre Corp,708-692-4822,"421 Shenstone Rd. Riverside, IL 60546",,,,,41.8344779,-87.8058594,TRUE
USA,IL,Rockdale,Roc City Bar & Grill,815-730-1330,"508 Moen Ave, Rockdale, IL 60436",,2,,,41.5048964,-88.1139311,TRUE
USA,IL,Romeoville,Mongo McMichaels,630-739-1660,"1101 N Independence Blvd. Romeoville, IL 60446",,2,,,41.6649735,-88.0681135,TRUE
USA,IL,Romeoville,Stella's Bar & Grill,815-886-3640,"402 N Weber Rd. Romeoville, IL 60446",,,,,41.639065,-88.1249609,TRUE
USA,IL,Romeoville,Stone City Saloon,815-524-4704,"721 N Independence Blvd. Romeoville, IL 60446",,,,,41.6557077,-88.0788545,TRUE
USA,IL,Romeoville,Mickeys Grill & Pub,815-436-8853,"377 Budler Romeoville, IL 60446",,,,,41.6099775,-88.1528111,TRUE
USA,IL,Round Lake,Sharkys - Lakes Bowl,847-603-4400,"601 Rialroad Ave. Round Lake, IL 60073",,6,,,42.355283,-88.0974793,TRUE
USA,IL,Sandwich,Route 34 Pub & Grub,815-786-3861,"1201 E Church St. Sandwich, IL 60548",,5,,,41.6466096,-88.6055094,TRUE
USA,IL,Shorewood,Bedrocks,815-744-8408,"700 W Jefferson St. Shorewood, IL 60404",,6,,,41.522964,-88.2047462,TRUE
USA,IL,Springfield,Mowie's Cue,217-529-7616,"1277 Toronto Rd. Springfield, IL 62712",,4,,10,39.7145648,-89.6377052,TRUE
USA,IL,Springfield,Neilson's Billiards,217-989-1660,"2601 Taylor Avenue Springfield, IL 62703",,,,,39.7693447,-89.6184307,TRUE
USA,IL,Springfield,Starship Billiards Parlor,217-691-3803 (Cell),"23001 Stevenson Drive Springfield, IL 62703",,9,,6,39.7577738,-89.6251575,TRUE
USA,IL,St. Percy,Slammin' Sammy's Saloon,618-317-5451,"114 Russell St. Percy, IL 62997",,,,,37.9861395,-89.5881814,TRUE
USA,IL,Trenton,7 West Bar & Grill,618-401-2423 (cell),"7 West Broadway Trenton, IL 62293",,,,,38.6058227,-89.6826676,TRUE
USA,IL,Troy,McDill's Irish Pub,618-567-5464,"8925 Wheat Dr. Troy, IL 62294",,,,,38.7136647,-89.8483252,TRUE
USA,IL,Willisville,Triple S Enterprises,618-317-5451,"114 Russell St. Willisville, IL 62997",,,,,37.9861395,-89.5881814,TRUE
USA,IL,Willow Hill,Sky Saloon,618-553-6348,"21220 E. 500th Street Willow Hill, IL 62480",,,,,38.923545,-87.978536,TRUE
USA,IL,Worth,Racks Tap,708-827-5305,"10533 Southwest Hwy. Worth, IL 60482",,1,,,41.6999986,-87.7937761,TRUE
USA,IN,Anderson,The Billiards Club,765-610-4392,"124 E 7th St. Anderson, IN 46016",,8,,1,40.1091935,-85.6773877,TRUE
USA,IN,Bloomington,Bluetip Billiards,812-606-7253,"426 South College Ave. Bloomington, IN 47403",,12,,,39.1620693,-86.5356094,TRUE
USA,IN,Bloomington,Steve's Place,812-287-8152,"2510 W 3rd St. Bloomington, IN 47404",,6,,,39.1649996,-86.5688966,TRUE
USA,IN,Clarksville,Pool Club of Louisville,502-650-3090,"506 E Lewis & Clark Parkway Clarksville, IN 47131",,,,,38.311105,-85.7662841,TRUE
USA,IN,Cloverdale,Cataract Lake Lodge,765-795-7300 Location,"4779 State Highway 42 Cloverdale, IN 46120",,,,,39.4566971,-86.8573619,TRUE
USA,IN,Elkhart,Overtime Bar,574-675-9140,"30107 Old US 33 Elkhart, IN 46516",,8,,,41.6873832,-85.973517,TRUE
USA,IN,Evansville,River City Eagles,812-422-2956,"1824 W Franklin St. Evansville, IN 47712",,4,,,37.9798388,-87.5918261,TRUE
USA,IN,Evansville,Bob's Lounge,812-425-4929,"907 N Fares Ave. Evansville, IN 47711",,2,,,37.9861673,-87.5427726,TRUE
USA,IN,Evansville,KC's Corner Pocket,812-428-2255,"1819 N Fulton Ave. Evansville, IN 47710",,9,,,37.9950722,-87.5805569,TRUE
USA,IN,Evansville,Break Time Bar & Grill,812-602-1756,"1323 S barker Ave. Evansville, IN 47712",,3,,,37.9622919,-87.610415,TRUE
USA,IN,Evansville,Doc's,812-401-1201 (Cell),"1305 Stringtown Road Evansville, IN 47711",,,,,37.9897293,-87.5580097,TRUE
USA,IN,Evansville,Piston's Bar,812-449-8358,"2131 West Franklin Street Evansville, IN 47712",,,,,37.9808436,-87.5970255,TRUE
USA,IN,Fishers,The Main Event,317-413-6644,"8932 East 96th Street Fishers, IN 46037",,,,,39.9278491,-86.0107621,TRUE
USA,IN,Fort Wayne,Corner Pocket,260-492-7665,"3215 St. Joe Center Rd. Fort Wayne, IN 46835",,18,,3,41.1349441,-85.1010609,TRUE
USA,IN,Hammond,Angel Games,,"443 Mulberry Street Hammond, IL 46324",,,,,41.5912319,-87.5164964,TRUE
USA,IN,Indianapolis,Main Street Entertainment,,Indianapolis,,2,,,39.768403,-86.158068,TRUE
USA,IN,Indianapolis,Kip's Pub,317-578-2146,"9546 Allisonville Rd. Indianapolis, IN 46520",,16,,,39.9257539,-86.0692487,TRUE
USA,IN,Indianapolis,John Wayne's Pub & Eatery,317-882-8124,"2367 E Stop 11 Rd. Indianapolis, IN 46227",,10,,4,39.6496942,-86.1206978,TRUE
USA,IN,Indianapolis,10th Street Pub,317-897-1010,"10050 E 10th St. Indianapolis, IN 46229",,5,,,39.7831337,-85.9889123,TRUE
USA,IN,Indianapolis,Brickyard Billiards,317-248-0555,"6445 W Washington St. Indianapolis, IN 46241",,9,,9,39.7439327,-86.2734695,TRUE
USA,IN,Kokomo,Spanky's,574-727-1810,"1321 N. Washington Kokomo, IN 46901",,8,,4,40.4983154,-86.1339622,TRUE
USA,IN,Lafayette,Hideaway Bar & Grill,765-586-4392,"3269 Teal Road Lafayette, IN 47905",,,,,40.3943656,-86.8591761,TRUE
USA,IN,Lafayette,Purdue University,765-494-8904,"101 N. Grant Street West Lafayette, IN 47907",,,,,40.4245495,-86.912646,TRUE
USA,IN,Linton,The Palace Bar,812-239-8291,"90 W. Vincennes Street Linton, IN 47441",,,,,39.0342951,-87.1671609,TRUE
USA,IN,Mitchell,Mitchell Community Center,812-583-4437,"101 Tom Green Dr. Mitchell, IN 47446",,,,,38.7328304,-86.4736019,TRUE
USA,IN,Muncie,The New Anchor Lounge,765-702-3261,"2900 S Monroe St. Muncie, IN 47302",,,,,40.1681547,-85.3803493,TRUE
USA,IN,New Castle,New Castle Roadhouse,765-465-5696,"501 Fosters Way New Castle, IN 47362",,,,,39.9146315,-85.3403759,TRUE
USA,IN,Orland,John Boys Pool Hall,260-668-6208,"5235 N. State Rd 327 Orland, IN 46776",,,,,41.7308339,-85.1712939,TRUE
USA,IN,Osceola,Gina's Far East Lounge,574-329-5148,"55581 Ash Rd. Osceola, IN 46561",,4,,3,41.6873425,-86.0619216,TRUE
USA,IN,Peru,Peru Moose Family Center #249,765-473-4594,"110 North Broadway Peru, IN 46970",,,,,40.7554672,-86.0711998,TRUE
USA,IN,Terre Haute,Cranky's,812-236-1877,"2155 N. 13th Street Terre Haute, IN 47804",,,,,39.4914886,-87.3975079,TRUE
USA,IN,Terre Haute,Break Time Billiards,812-230-0107,"2155 N 13th St. Terre Haute, IN 47804",,7,,5,39.4914886,-87.3975079,TRUE
USA,IN,Terre Haute,Big Shooter's,812-466-6266,"2938 N 16th St. Terre Haute, IN 47804",,,,,39.5019314,-87.3910344,TRUE
USA,KS,Basehor,Heroes Billiards,913-671-9400,"15518 Pinehurst Drive Basehor, KS 66007",Melanie Taylor,,,,39.1157066,-94.9404081,TRUE
USA,KS,Junction City,Fat Toad Billiards,(785) 579-6465,"741 West 6th Junction City, KS 66441",,8,,2,39.0279113,-96.8427632,TRUE
USA,KS,Lawrence,Empire Bar and Billiards,785-550-3825 (Cell),"925 Iowa Street Suite P Lawrence, KS 66049",,,,,38.967263,-95.2624213,TRUE
USA,KS,Olathe,Shooters - Olathe,(913) 780-5740,"810 W Highway 56 Olathe, KS 66061",,,,,38.8118935,-94.8911395,TRUE
USA,KS,Salina,Hank's Tavern,785-826-0779,"116 North Broadway Salina, KS 67401",,,,,38.8412576,-97.6247801,TRUE
USA,KS,Salina,Sunset Billiards,(785) 826-9992,"1215 W Crawford St. Salina, KS 67401",,,,,38.8259884,-97.6242411,TRUE
USA,KS,Shawnee,Precise Billiards,816-455-8383,"5412 Quivira Road Shawnee, KS 66216",,,,,39.0305111,-94.7242324,TRUE
USA,KS,Topeka,Breakers Sports Bar & Grill,(785) 272-1513,"8249 SW 10th Ave. Topeak, KS 66615",,,,,39.04944,-95.8143709,TRUE
USA,KS,Topeka,Boulevard Billiards - KS,785-393-3456,"4700 SW Topeka Blvd Topeka, KS 66609",,,,,38.9606852,-95.6871096,TRUE
USA,KS,Topeka,Breakers - KS,785-272-1513,"8249 SW 10th Ave. Topeka, KS 66615",,,,,39.04944,-95.8143709,TRUE
USA,KS,Wichita,Club Billiards,316-265-2293,"925 West Douglas Avenue Wichita, KS 67213",,10,,,37.6837103,-97.3515081,TRUE
USA,KS,Wichita,Side Pockets Wichita,(316) 729-4000,"614 S. Tyler Rd. Wichita, KS 67209",,,,,37.6734093,-97.4421496,TRUE
USA,KS,Wichita,Fox & Hound Restaurant Group,972-437-4225,"1551 N. Waterfront Parkway Suite 310 Wichita, KS 67206",,,,,37.7037608,-97.2329255,TRUE
USA,KY,Phelps,Kick Shot Billiards,(859) 647-7468,"5900 Centennial Cir, Florence, KY 41042",,7,,4,39.0147645,-84.6693916,TRUE
USA,KY,Boaz,Rockers Bar & Grill,270-994-6677 (Cell),"7725 Old Highway 45S Boaz, KY 42027",Rick Wray,,,,36.8856121,-88.6344933,TRUE
USA,KY,Bowling Green,Cue Time,270-782-3740,"532 Three Springs Rd. Bowling Green, KY 42104",,,,,36.9342497,-86.4213802,TRUE
USA,KY,Bowling Green,Cue Time Cocktails & Billiards,270-782-3740,"532 Three Springs Rd. Bowling Green, KY 42104",,,,,36.9342497,-86.4213802,TRUE
USA,KY,Campbellsville,Rack & Cue,(270) 465-5918,"207 S. Columbia Ave Campbellsville, KY 42718",,,,,37.3377389,-85.344834,TRUE
USA,KY,Campbellsville,Rack & Cue,270-403-1334,"207 S. Columbia Ave. Campbellsville, KY 42718",,,,,37.3377389,-85.344834,TRUE
USA,KY,Central City,Bully's Rack And Cue,270-543-3789,"105 E Reservoir Ave Central City, KY 42330",,,,,37.2956533,-87.127072,TRUE
USA,KY,Covington,Legend's Bar,859-581-4140,"3530 Decoursey Ave. Covington, KY 41015",,,,,39.0488646,-84.5029234,TRUE
USA,KY,Dry Ridge,Moonbird Bar,859-393-6035,"100 Arbor Drive Dry Ridge, KY 41035",,,,,38.6795353,-84.5874092,TRUE
USA,KY,Florence,1st and 10 Sports Bar,859-817-0664,"10358 Dixie Hwy. Florence, KY 41042",,2,,,38.9457702,-84.6218714,TRUE
USA,KY,Florence,Breaker's Grill,859-918-5110,"8147 Mall Rd. Florence, KY 41042",,15,,,38.9829965,-84.6517951,TRUE
USA,KY,Florence,Muggbees,859-371-9766,"8405 US Highway 42 Florence, KY 41042",,2,,,38.9786021,-84.6541398,TRUE
USA,KY,Georgetown,Kaizen Billiards Club,502-735-9019,"401 Outlet Ctr Dr. Ste 150 Georgetown, KY 40324",,8,,5,38.2180568,-84.5372903,TRUE
USA,KY,Hagerhill,Murphy's Wholesale,606-789-6858,"4694 KY-321 Hagerhill, KY 41222",,4,,,37.7793215,-82.7928927,TRUE
USA,KY,Lexington,Kelly's Pub,859-492-9911,4889 Pleasant Grove Road Lexington KY 40515,,,,,37.9555027,-84.4745832,TRUE
USA,KY,Lexington,The Cue Club,859-619-7273,"140 Moore Drive Lexington, KY 40503",,12,,3,37.999833,-84.5223418,TRUE
USA,KY,Louisville,"Day Ferguson & Ferguson, LLC",812-725-2484 - Kyle,"630 Barret Ave. Louisville, KY 40204",,,,,38.2461004,-85.7328914,TRUE
USA,KY,Louisville,Diamond Pub & Billiards,859-797-1960 - Norm Wilson,"3814 Frankfort Ave. Louisville, KY 40207",,6,,2,38.2527664,-85.6564469,TRUE
USA,KY,Louisville,Gilbert's Bar & Grill,502-448-7365,"4950 Terry Rd. Louisville, KY 40216",,,,,38.1775232,-85.8625547,TRUE
USA,KY,Louisville,Jock's Sports Bar,502-491-1199,"3423 Breckenridge Lane Louisville, KY 40220",,,,,38.1986522,-85.6223362,TRUE
USA,KY,Louisville,Louisville Billiards Club,502-491-3810,"5404 Bardstown Rd. Louisville, KY 40291",,,,,38.1665799,-85.6032883,TRUE
USA,KY,Louisville,Martin's Tavern,502-775-5539,"1614 Dixie Hwy Louisville, KY 40210",,,,,38.2268718,-85.7913497,TRUE
USA,KY,Louisville,New Direction Bar & Grill,502-243-8429,"2630 Chamberlain Louisville, KY 40245",,,,,38.289561,-85.5149424,TRUE
USA,KY,Louisville,Prime Time Cafe,502-333-0719,"7017 Global Dr. Louisville, KY 40258",,,,,38.1406825,-85.8881366,TRUE
USA,KY,Louisville,R Place Pub,502-425-8516,"9603 Whipps Mill Rd. Louisville, KY 40242",,3,,,38.2682373,-85.579268,TRUE
USA,KY,Louisville,Railyard Billiards & Pub,502-618-4033,"630 Barret Ave. Louisville, KY 40204",,,,,38.2461004,-85.7328914,TRUE
USA,KY,Louisville,S&B's Billiards,606-260-7442,"7045 S. US Hwy 25 Corbin, KY 40447",,,,1,37.4672223,-84.0378894,TRUE
USA,KY,Louisville,Smiley's Pocket LLC,502-418-6021,"2124 South Preston Street Louisville, KY 40217",,,,,38.2166653,-85.7451751,TRUE
USA,KY,Louisville,Spectators Sports Bar & Grill,502-797-3916,"5530 New Cut Rd. Louisville, KY 40214",,,,,38.1434033,-85.7758352,TRUE
USA,KY,Louisville,The Barret Bar,502-269-8571,"1012 Barret Ave. Louisville, KY 40204",,,,,38.2359723,-85.7281622,TRUE
USA,Ky,Louisville,The Fox Den,502-494-8094,"3814 Frankfort Ave Louisville, KY 40207",,,,,38.2527664,-85.6564469,TRUE
USA,KY,Morehead,Frankie's Plaza,606-207-0818,"540 Fraley Drive Morehead, KY 40351",,,,,38.1897201,-83.4742766,TRUE
USA,KY,Mount Sterling,Billy Macks Billard,859-497-0105,"213 Windsor Dr. Mount Springs, KY 40353",,,,,38.0477704,-83.9398986,TRUE
USA,KY,Owensboro,Golden's Hometown Diner & Pool Hall,270-231-8054,"1846 Triplett St/ Owensboro, KY 42303",,2,,,37.7579376,-87.1044413,TRUE
USA,KY,Owensboro,Rocky's Bar & Grill,270-993-3895 (cell),"819 Crittenden Street Owensboro, KY 42303",,,,,37.7681917,-87.1067838,TRUE
USA,KY,Paducah,Cheer's,270.556.2804,"185 County Park Rd. Paducah, KY 42001",,,,,37.0867106,-88.6621442,TRUE
USA,KY,Paducah,Driftwood Lounge,270-210-4117 (Cell),"3535 Clark's River Road Paducah, KY 42003",,,,,37.0100528,-88.5758574,TRUE
USA,KY,Russell Springs,Laker Billiards,270-866-2885,"618 Main St. Russell Springs, KY 42642",,,,,37.0560817,-85.0881533,TRUE
USA,KY,West Liberty,Jenkin's One Stop,606-522-3717,"8574 Highway 437 West Liberty, KY 41472",,,,,37.9214758,-83.2596216,TRUE
USA,KY,Wilder,Top 10 Sports Bar,859-360-5095,"1412 Gloria Terrell Dr. Wilder, KY 41076",,4,,,39.0086774,-84.4704418,TRUE
USA,KY,Williamson,Jump Shot Billiards,606-225-5746 (Jason Cell),"148 Appalachian Plaza South Williamson, KY 41503",Jason Casey,,,,37.6685812,-82.2771408,TRUE
USA,LA,Baldwin,M and M Billiards,337-578-2274,"208 T. J. Hetcherson St. Baldwin, LA 70514",,,,,29.8346017,-91.5470257,TRUE
USA,LA,Bastrop,Skeeters,318-237-5611,"3482 New Monroe Road Bastrop, LA 71220",,,,,32.774783,-91.949976,TRUE
USA,LA,Baton Rogue,Bayou Billiards,225-315-4789 - Cell,"10090 Florida Blvd. Baton Rouge, LA 70815",,,,,30.4556659,-91.0712434,TRUE
USA,LA,Baton Rogue,Chance's Billiards,225-366-6360,"3030 S. Sherwood Forest Blvd Baton Rouge, LA 70816",,,,,30.4251056,-91.0525111,TRUE
USA,LA,Bossier City,Eddie's Tavern,713-614-0099,"1701 Old Minden Road Bossier City, LA 71111",,,,,32.5169888,-93.7182833,TRUE
USA,LA,Bossier City,Goodtimes Billiards,318-584-7037,"2648 Barksdale Blvd. Bossier City, LA 71112",,,,,32.5029285,-93.6957454,TRUE
USA,LA,Breaux Bridge,Bubba's Sports Bar,337-442-6960,"551 W. Mills Ave Breaux Bridge, LA 70517",,7,,,30.273916,-91.9205538,TRUE
USA,LA,Breaux Bridge,Droke's Diamond Mine,337-414-6484,"551 W Mills Ave. Breaux Bridge, LA 70517",,7,,,30.273916,-91.9205538,TRUE
USA,LA,Chalmette,"Lacy's Cue, LLC",985-640-1565,"701 West Judge Perez Drive Chalmette, LA 70043",,15,,12,29.9450512,-89.9682847,TRUE
USA,LA,Covington,Wherehouse Bar,985-327-5182,"1105 N Collins Blvd. Covington, LA 70433",,8,,,30.4877043,-90.0947928,TRUE
USA,LA,Gretna,Redd's Place,310-283-8824,"505 Gretna Boulevard Suite #9 Gretna, LA 70053",,,,,29.8986186,-90.0468063,TRUE
USA,LA,Gretna,Gerry's Place,225-216-5395,"1096 Behrman Highway Gretna, LA 70056",,,,,29.8838824,-90.0202237,TRUE
USA,LA,Hammond,Shooter's Billiards & Grill,985-956-7057,"1306 South Morrison Blvd. Hammond, LA 70403",,12,,1,30.4866956,-90.4832276,TRUE
USA,LA,Hammond,The NightKap,985-956-7474,"42309 South Morrison Blvd. Hammond, LA 70403",,12,,1,30.4740156,-90.4833501,TRUE
USA,LA,Harvey,Landing Lounge,504-348-0528,"500 Destrehan Ave. Harvry, LA 70058",,,,,29.9054913,-90.084131,TRUE
USA,LA,Henderson,The Blackpool,337-789-2284 - Cell,"1217A Henderson Highway Henderson, LA 70517",,,,,30.314766,-91.813871,TRUE
USA,LA,Houma,Double Hill Bar and Grill,504-615-6353 (Cell),"9892 East Main Street Houma, LA 70363",,7,,,29.5832862,-90.6634085,TRUE
USA,LA,Houma,Uptown Sports,985-855-5762 (Cell),"7812 Main St. Houma, LA 70360",,,,,29.5966484,-90.7237715,TRUE
USA,LA,Houma,Rickochet Billiards (Uptown Sports),985-876-9605,"7812 Main St. Houma, LA 70360",,9,,,29.5966484,-90.7237715,TRUE
USA,LA,Jefferson,Buffalo's Billiards,504-835-0173,"5015 Bloomfield Street Jefferson, LA 70121",,15,,16,29.9613363,-90.1808439,TRUE
USA,LA,Kenner,Corner Pocket,504-812-3743,"2424 Williams Blvd. Suite H Kenner, LA 70062",,6,,3,30.0001199,-90.2402215,TRUE
USA,LA,LaFayette,McMillian's Pub,337-235-9965,"2905 E Simcoe St. Lafayette, LA 70501",,3,,,30.2217351,-91.9883481,TRUE
USA,LA,LaFayette,Dixie Phonograph LLC,337-235-7487,"P.O. Box 51171 Lafayette, LA 70505",,,,,30.204687,-92.0167267,TRUE
USA,LA,Leesville,Club Zydeco,337-238-9692,"11868 Lake Charles Highway Leesville, LA 71446",,,,,31.090915,-93.2711086,TRUE
USA,LA,Marrero,The Break Room,504-621-4941,"6901 Westbank Expressway Marrero, LA 70072",,14,,3,29.8929912,-90.1240824,TRUE
USA,LA,Marrero,Side Pocket Bar and Grill,504-628-2745 (Cell),"5601 4th Street Marrero, LA 70072",,,,,29.8987564,-90.1068511,TRUE
USA,LA,Matairie,Crescent City,504-319-8392,"307 Houma Blvd. Metaire, LA 70001",,,,,29.9775831,-90.1746925,TRUE
USA,LA,Matairie,Big & Easy Bar,504-250-3856,"4124 Hastings Street Matairie, LA 70002",,,,,30.0125376,-90.1790151,TRUE
USA,LA,Metairie,Causeway Grill,504-838-9128,"2800 N. Causeway Blvd. Metairie, LA 70002",,,,,30.0021787,-90.1557825,TRUE
USA,LA,Metairie,Whitey's,504-833-9122,"3764 Derbigny St. Metairie, LA",,,,,29.9766378,-90.1669556,TRUE
USA,LA,Monroe,Downtown Billiards,318-348-2888 Luis,"524 Desiard St. Monroe, LA 71201",,,,,32.5040955,-92.1131628,TRUE
USA,LA,Morgan City,Pool Do's Sports Bar,281-216-7848,"7889 Hwy 182 E. Morgan City, LA 70380",,,,,29.6935908,-91.1728366,TRUE
USA,LA,New Iberia,Emerald Billiards,337-319-0530,"2511 West Old Spanish Trail New Iberia, LA 70560",,,,,30.0272673,-91.8399867,TRUE
USA,LA,New Iberia,Shane's Billiard Supply,337-352-0211,"4705 Coteau Road New Iberia, LA 70560",,,,,30.0505617,-91.949594,TRUE
USA,LA,New Orleans,Voodoo Two,504-606-7499,"330 Carondelet Street New Orleans, LA 70130",,,,,29.9512331,-90.0712842,TRUE
USA,LA,Pearl River,Gator's Daiquiris,985-788-6644,"64380 HWY 41 Suite A Pearl River, LA 70452",,4,,,30.3670856,-89.7583273,TRUE
USA,LA,Ponchatoula,Stray Cats,985-778-1870 (Cell),"138 North 6th Street Ponchatoula, LA 70454",,,,,30.4394039,-90.4428486,TRUE
USA,LA,Shreveport,Riverfront Billiards,318-617-6365 (Mike),"924 Commerce Shreveport, LA 71101",,,,,32.5120704,-93.7424682,TRUE
USA,LA,Slidell,Mr. Cs,985-265-4329,"1428 Gause Blvd. Slidell, LA 70458",,2,,,30.285416,-89.7593723,TRUE
USA,LA,Slidell,Kappy's Daiquiri & Sports Bar,985-643-1260,"1428 Gause Blvd # M Slidell, LA 70458",,4,,,30.285416,-89.7593723,TRUE
USA,LA,Slidell,Southern Bayou Enterprise,,"155 Robert Street Slidell, LA 70458",,,,,30.2726168,-89.7842716,TRUE
USA,LA,Slidell,Two Sister's Billiards & Cafe,985-781-0059,"960 E I-10 Service Rd. Slidell, LA 70461",,5,,,30.2843563,-89.7483646,TRUE
USA,LA,Thibodaux,CueSports,985-387-2066,"380 W 6th St. Thibodaux, LA 70301",,6,,,29.7952894,-90.8225501,TRUE
USA,LA,Thibodaux,Thibodaux Cue Sports,985-228-4996,"527 Jackson Street Thibodaux, LA 70301",,,,,29.7954482,-90.8222766,TRUE
USA,LA,Thibodeaux,Longshotz,985-860-3213,"1804 Highway 3185 Thibodaux, Louisiana 70301",,,,,29.784787,-90.858478,TRUE
USA,LA,West Monroe,The Arena,318-669-9969,"1411 Thomas Road West Monroe, LA 71292",,24,,4,32.4894186,-92.1553498,TRUE
USA,MA,Ayer,The Billiards Cafe,978-772-7665,"39 Main Street Ayer, MA 01432",Roy Pastor,,,,42.5597753,-71.5884832,TRUE
USA,MA,Fall River,Rack 'Em Up Billiards,(508) 679-1942,"129 Griffin St. Fall River, MA 02724",,10,,5,41.688625,-71.1724228,TRUE
USA,MA,Malden,Amazin Billiards,(603) 864-0192,"40 Faulkner St. Malden, MA 02148",Mazin Shooni,,,,42.4299941,-71.0558622,TRUE
USA,MA,Medford,Boston Billiards,617-625-2718,"90 Sagamore Ave. Medford, MA 02155",Steve Kelly,,,,42.4237752,-71.1413849,TRUE
USA,MA,Northampton,Packards Restaurant,(413) 584-5957,"14 Masonic Street Northampton, MA 01060",Bob McGovern,,,,42.3181269,-72.6333128,TRUE
USA,MD,Bowie,Center Pocket,301-613-0456 - Taseen,"4931 Tesla Drive, Unit H Bowie, MD 20715",Taseen Abdulbarr,,,,38.9564259,-76.7084886,TRUE
USA,MD,Cambridge,Choptank Bowling & Billiards,(410) 901-1212,"1200 Goodwill Ave. Cambridge, MD 21613",,14,,2,38.5581904,-76.0730029,TRUE
USA,MD,Cambridge,Great Slates,443-521-2700 (cell),"732 Cambridge Plaza Cambridge, MD 21613",John Moody,,,,38.5607083,-76.0638758,TRUE
USA,MD,Capitol Heights,Quball 1,(301) 808-7700,"7945 Central Avenue Capitol Heights, MD 20743",Larry Steel,,,,38.88871,-76.8679747,TRUE
USA,MD,Chesapeake Beach,American Legion #206,(443) 949-5602,"3330 Chesapeake Beach Rd Chesapeake Beach, MD 20732",Les Griffith,,,,38.6985433,-76.5444429,TRUE
USA,MD,Chestertown,Backyard Buddy,410-708-4280,"23915 Ricauds Branch Road Chestertown, MD 21620",Roger Pinder,,,,39.1877343,-76.1421873,TRUE
USA,MD,Chestertown,Blue Bird Tavern,443-480-1036,"512 Washington Ave. Chestertown, MD 21620",Patricia Lewis,,,,39.2218123,-76.0691281,TRUE
USA,MD,Crofton,Moni's Place,410-721-6801,"1641 Route 3 North Crofton, MD 21114",Marion Emrick,,,,38.9929645,-76.7018362,TRUE
USA,MD,Elkridge,Triple Nines Bar & Billiards,(410) 799-1818,"7540 Washington Blvd. Elkridge, MD 21075",,,,,39.1793785,-76.7724247,TRUE
USA,MD,Essex,Schultz's Crab House,410-458-2187,"1732 Old Eastern Ave, Essex, MD 21221",Steve McKinney,,,,39.321914,-76.4470408,TRUE
USA,MD,Gaithersburg,7 Billiards Shady Grove,(240) 907-2025,"15966 Shady Grove Rd. Gaithersburg, MD 20877",,,,9,39.1182591,-77.184998,TRUE
USA,MD,Gaithersburg,Moonlight Bar,301-357-6837,"8035 Snouffer School Road Gaithersburg, MD 20879",Raphael Rodriguez,,,,39.1612346,-77.1629858,TRUE
USA,MD,Glen Burnie,Brews & Cues on the Boulevard,410-761-6161,"7954 Baltimore Annapolis Boulevard Glen Burnie, MD 21060",Tony Manning,6,,,39.1351226,-76.5862964,TRUE
USA,MD,Hagerstown,Breakaway II,240-674-9745cell,"13726 Pennsylvania Ave. Hagerstown, MD 21742",Paul Harp,5,,,39.6906898,-77.7215616,TRUE
USA,MD,Hyattsville,Mi Patria Restaurant,202-486-5261,"5906 Riggs Rd Hyattsville, MD 20783",Selvin Guitierrez,,,,38.9627833,-76.9937195,TRUE
USA,MD,Laurel,B & B Billiards Inc.,301-483-8644,"3249 Fort Meade Road Laurel, MD 20724",Robert Barrow,,,,39.0907844,-76.7770595,TRUE
USA,MD,Laurel,The Bank Shot,301-483-8644,"3249 Laurel Fort Meade Rd. Laurel, MD 20724",Robert Barrow,17,,3,39.0908009,-76.7770225,TRUE
